feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PF16582	treatment_group	ApcMUT_HpWT	-0.312781388088447	0.559609542352491	9	4	0.593632563809938	0.744555466201039
PF03969	treatment_group	ApcMUT_HpWT	0.590258155249956	1.05691108334969	9	8	0.593925610314485	0.744568811091568
PF01513	treatment_group	ApcMUT_HpWT	0.205035658115658	0.367562211919111	9	9	0.594345467113735	0.744667190655233
PF03894	treatment_group	ApcMUT_HpWT	-0.467340602529799	0.837543706447345	9	8	0.59423949948626	0.744667190655233
PF06067	treatment_group	ApcMUT_HpWT	0.265980069314664	0.476762970433295	9	9	0.594305542719701	0.744667190655233
PF02185	treatment_group	ApcMUT_HpWT	-0.375790381393798	0.674008962501337	9	8	0.594527069884468	0.744752133484678
PF17236	treatment_group	ApcMUT_HpWT	0.277201585281847	0.497704764096551	9	9	0.594905846491652	0.745083992237583
PF00933	treatment_group	ApcMUT_HpWT	0.154102317518583	0.276951358839235	9	9	0.595252970189868	0.745233487071455
PF04752	treatment_group	ApcMUT_HpWT	-0.179724197459996	0.322913484887907	9	9	0.595157794472832	0.745233487071455
PF04413	treatment_group	ApcMUT_HpWT	-0.283730589045787	0.510431399378706	9	9	0.595615336975701	0.745544522794374
PF01687	treatment_group	ApcMUT_HpWT	0.177972339300572	0.320882040600711	9	9	0.596412122129105	0.746253032307297
PF06417	treatment_group	ApcMUT_HpWT	-0.315478538421368	0.568980300361709	9	4	0.596523473716301	0.746253032307297
PF10088	treatment_group	ApcMUT_HpWT	0.479613648414758	0.864836348690631	9	4	0.596453102391811	0.746253032307297
PF02606	treatment_group	ApcMUT_HpWT	0.281902121280257	0.509184134089253	9	9	0.597060511877045	0.746660445271739
PF13516	treatment_group	ApcMUT_HpWT	-0.162429831079772	0.293401723952985	9	9	0.59707733956403	0.746660445271739
PF01715	treatment_group	ApcMUT_HpWT	0.176317948093255	0.318635544559606	9	9	0.597243381700745	0.746725389730545
PF04193	treatment_group	ApcMUT_HpWT	-0.227974893493939	0.41250378801141	9	9	0.597692252892795	0.747143859203524
PF00289	treatment_group	ApcMUT_HpWT	-0.699195307606252	1.26720403952758	9	9	0.598275999045512	0.747191828673802
PF00989	treatment_group	ApcMUT_HpWT	-0.162982080174457	0.295060909260044	9	9	0.59788293572039	0.747191828673802
PF01186	treatment_group	ApcMUT_HpWT	-0.19741309378307	0.357926081439524	9	9	0.598415705085483	0.747191828673802
PF03015	treatment_group	ApcMUT_HpWT	-0.286245783588357	0.518553584688586	9	9	0.598116322696462	0.747191828673802
PF03143	treatment_group	ApcMUT_HpWT	0.14411296889431	0.261286037815114	9	9	0.598412196801257	0.747191828673802
PF05060	treatment_group	ApcMUT_HpWT	-0.227110187675813	0.411664272739177	9	9	0.598324278167315	0.747191828673802
PF14532	treatment_group	ApcMUT_HpWT	0.244558016875477	0.444181925867212	9	9	0.599043540386623	0.747833065297608
PF13494	treatment_group	ApcMUT_HpWT	0.719299709631065	1.30794110132442	9	7	0.599454772526558	0.748203706163227
PF14268	treatment_group	ApcMUT_HpWT	0.2016562493343	0.366953119589491	9	9	0.599718642064864	0.748390311531745
PF02530	treatment_group	ApcMUT_HpWT	-0.407362425606185	0.742214989894997	9	9	0.60017090107046	0.748811892584384
PF00021	treatment_group	ApcMUT_HpWT	0.390010064510263	0.712474757060262	9	6	0.601111370169118	0.749713196922427
PF12867	treatment_group	ApcMUT_HpWT	-0.248887906265431	0.454831507721479	9	2	0.601236989218963	0.749713196922427
PF13183	treatment_group	ApcMUT_HpWT	0.224434953951549	0.410057213257487	9	9	0.601160850427399	0.749713196922427
PF08002	treatment_group	ApcMUT_HpWT	0.272572552277775	0.499007898756392	9	9	0.601875414746415	0.75036630102887
PF12450	treatment_group	ApcMUT_HpWT	-0.313483060635455	0.574665597612428	9	9	0.602347102877062	0.750811322138571
PF01118	treatment_group	ApcMUT_HpWT	0.139455513711925	0.256317273289312	9	9	0.603280569204422	0.750973567600102
PF01500	treatment_group	ApcMUT_HpWT	0.367931966359832	0.676219222653181	9	7	0.6032624288945	0.750973567600102
PF01523	treatment_group	ApcMUT_HpWT	0.415490825060573	0.763517168776919	9	9	0.603211241492748	0.750973567600102
PF03641	treatment_group	ApcMUT_HpWT	-0.228931351211984	0.420507539169894	9	9	0.60305684007176	0.750973567600102
PF08063	treatment_group	ApcMUT_HpWT	-0.309603931232723	0.569015827303912	9	4	0.603260703708173	0.750973567600102
PF12746	treatment_group	ApcMUT_HpWT	0.3370225991622	0.619351576762964	9	9	0.603228288949027	0.750973567600102
PF18282	treatment_group	ApcMUT_HpWT	0.447362048301337	0.820749751522263	9	4	0.602634012197887	0.750973567600102
PF18384	treatment_group	ApcMUT_HpWT	-0.291185211385469	0.535735738431627	9	4	0.603639357446904	0.751277283212731
PF05008	treatment_group	ApcMUT_HpWT	-0.24501071875475	0.451882809548123	9	2	0.604503969796566	0.751924344867654
PF06008	treatment_group	ApcMUT_HpWT	0.392923580769392	0.724521124814719	9	4	0.604424233301859	0.751924344867654
PF06009	treatment_group	ApcMUT_HpWT	0.392923580769392	0.724521124814719	9	4	0.604424233301859	0.751924344867654
PF06160	treatment_group	ApcMUT_HpWT	0.390652344398215	0.721595488749511	9	4	0.605044029671057	0.752310114035226
PF18847	treatment_group	ApcMUT_HpWT	-0.343428393424467	0.634260636168181	9	9	0.604985527329542	0.752310114035226
PF08246	treatment_group	ApcMUT_HpWT	-0.185619038186433	0.343149075378059	9	9	0.605334709766382	0.752528560165503
PF16477	treatment_group	ApcMUT_HpWT	0.465972839053401	0.861732529047103	9	9	0.605458093434217	0.752538986407125
PF02928	treatment_group	ApcMUT_HpWT	-0.23283306653439	0.431158962329989	9	9	0.605930679810962	0.752983359035879
PF01975	treatment_group	ApcMUT_HpWT	0.243366965467709	0.450902394375148	9	9	0.606116183331142	0.753070875967153
PF16125	treatment_group	ApcMUT_HpWT	0.299052057779318	0.554817218226937	9	9	0.606589263701854	0.753515592571171
PF04295	treatment_group	ApcMUT_HpWT	0.177277085349776	0.32997270577101	9	9	0.607743113268179	0.754805643049338
PF09709	treatment_group	ApcMUT_HpWT	0.37084537886445	0.690632163977152	9	9	0.607928258510562	0.754892319486361
PF02627	treatment_group	ApcMUT_HpWT	-0.132004043225953	0.246339945774928	9	9	0.608651691885027	0.755647253214878
PF00155	treatment_group	ApcMUT_HpWT	0.104199986046837	0.194706823682759	9	9	0.609109264066368	0.755785177104723
PF05292	treatment_group	ApcMUT_HpWT	0.448906663459304	0.838640172592408	9	7	0.609033366797116	0.755785177104723
PF17408	treatment_group	ApcMUT_HpWT	0.448906663459304	0.838640172592408	9	7	0.609033366797116	0.755785177104723
PF00499	treatment_group	ApcMUT_HpWT	0.164424656498172	0.307706581295139	9	9	0.60963944123729	0.756299621508403
PF08843	treatment_group	ApcMUT_HpWT	-0.195998223030578	0.367065815852501	9	9	0.609899320710601	0.756478611586462
PF12662	treatment_group	ApcMUT_HpWT	-0.599734493038055	1.12373158381145	9	7	0.610070167897628	0.756547125018396
PF04685	treatment_group	ApcMUT_HpWT	0.135637256197177	0.254371280714991	9	9	0.610381068755713	0.756789259935086
PF02581	treatment_group	ApcMUT_HpWT	0.173928064085338	0.326955231404347	9	9	0.611210410304768	0.756815073269861
PF04466	treatment_group	ApcMUT_HpWT	0.35973366479952	0.675504866591405	9	9	0.610830985512829	0.756815073269861
PF11026	treatment_group	ApcMUT_HpWT	-0.62195640392651	1.16911455001261	9	7	0.611193100234212	0.756815073269861
PF11564	treatment_group	ApcMUT_HpWT	-0.35256775897619	0.662769480800239	9	4	0.611211439827508	0.756815073269861
PF13020	treatment_group	ApcMUT_HpWT	-0.35256775897619	0.662769480800239	9	4	0.611211439827508	0.756815073269861
PF14587	treatment_group	ApcMUT_HpWT	0.524718759208901	0.984506829624604	9	6	0.610544750201423	0.756815073269861
PF18613	treatment_group	ApcMUT_HpWT	-0.360023586055183	0.676754338504005	9	5	0.6111954936722	0.756815073269861
PF00150	treatment_group	ApcMUT_HpWT	-0.216793757028559	0.408370636893274	9	9	0.611925533396674	0.757555938431297
PF10386	treatment_group	ApcMUT_HpWT	-0.283623742325581	0.534684622101412	9	8	0.612204657894545	0.757758139069776
PF00079	treatment_group	ApcMUT_HpWT	0.447254217386267	0.845627002488914	9	9	0.613223251123796	0.758486742081436
PF02014	treatment_group	ApcMUT_HpWT	-0.355101190098646	0.671681122378137	9	4	0.613372836047518	0.758486742081436
PF02366	treatment_group	ApcMUT_HpWT	-0.479304628420133	0.90615132533787	9	9	0.613194958413775	0.758486742081436
PF06468	treatment_group	ApcMUT_HpWT	-0.355101190098646	0.671681122378137	9	4	0.613372836047518	0.758486742081436
PF08895	treatment_group	ApcMUT_HpWT	-0.235274170721658	0.444506702499059	9	2	0.612966378748941	0.758486742081436
PF00591	treatment_group	ApcMUT_HpWT	0.204041864462898	0.386149232798244	9	9	0.613553030650935	0.758566225690482
PF13271	treatment_group	ApcMUT_HpWT	-0.163407598259374	0.309603926176635	9	9	0.613952103048289	0.758772910736167
PF14403	treatment_group	ApcMUT_HpWT	0.26956692729916	0.510638134302144	9	9	0.613881991816709	0.758772910736167
PF00058	treatment_group	ApcMUT_HpWT	0.433511126847937	0.821924201682404	9	8	0.61419004599528	0.758780377759697
PF02706	treatment_group	ApcMUT_HpWT	-0.279823596366979	0.530452991439912	9	9	0.614134872975719	0.758780377759697
PF00389	treatment_group	ApcMUT_HpWT	0.106477658800216	0.20220939541777	9	9	0.614758874240713	0.759202500961229
PF14326	treatment_group	ApcMUT_HpWT	-0.453144769747562	0.860569447562233	9	8	0.614763761093147	0.759202500961229
PF00245	treatment_group	ApcMUT_HpWT	-0.204809897083075	0.38921741965476	9	9	0.614997380672195	0.759347709267706
PF02705	treatment_group	ApcMUT_HpWT	-0.417470334238519	0.794083551835018	9	9	0.615316218571662	0.759403454683689
PF03496	treatment_group	ApcMUT_HpWT	0.334095718871863	0.636036147757396	9	9	0.615611759898112	0.759403454683689
PF08321	treatment_group	ApcMUT_HpWT	0.402074237032667	0.765162463309498	9	9	0.615481310234474	0.759403454683689
PF13174	treatment_group	ApcMUT_HpWT	-0.252542211832456	0.480515352812247	9	9	0.615422152423934	0.759403454683689
PF13722	treatment_group	ApcMUT_HpWT	0.181740744871361	0.346116610752586	9	9	0.615738803568407	0.759403454683689
