"group","n_samples","n_nodes","n_edges","density","transitivity","avg_path_length","modularity"
"ApcMUT_HpKO",4,80,1280,0.40506329113924,0.771264281980435,1.76044303797468,0.468001403808594
"ApcMUT_HpWT",5,100,2190,0.442424242424242,0.795573873779271,1.71090909090909,0.177151018535894
