"taxon","lfc_(Intercept)","lfc_treatment_groupApcMUT_HpWT","se_(Intercept)","se_treatment_groupApcMUT_HpWT","W_(Intercept)","W_treatment_groupApcMUT_HpWT","p_(Intercept)","p_treatment_groupApcMUT_HpWT","q_(Intercept)","q_treatment_groupApcMUT_HpWT","diff_(Intercept)","diff_treatment_groupApcMUT_HpWT","passed_ss_(Intercept)","passed_ss_treatment_groupApcMUT_HpWT","diff_robust_(Intercept)","diff_robust_treatment_groupApcMUT_HpWT","Root","Domain","Phylum","Class","Order","Family","Genus","Species","prevalence"
"OTU_199",0.0791193021386696,-0.146464921020455,0.236738021595232,0.42101291570059,0.33420614739252,-0.347887001938477,0.749596434618339,0.739804891594998,0.917468923465565,0.935455772016815,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","VSOB01","VSOB01 sp910589075",0.928571428571429
"OTU_14",0.0405181708116769,0.0234182591666188,0.319299837797933,0.441107792026443,0.126896935153843,0.0530896519851431,0.902590190944981,0.959143808269017,0.952388270445394,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Lachnospirales",NA,NA,NA,0.928571428571429
"OTU_7",0.418772341180209,-0.657439247496739,0.264067255448384,0.522176559069268,1.58585486288005,-1.2590363088465,0.156792254611249,0.248376399320279,0.371910025003333,0.656536564390662,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA,0.892857142857143
"OTU_146",-0.571317524423062,0.902613117603363,0.054810562744235,0.316331197131653,-10.4234931337784,2.85338002001652,0.00188462496923611,0.0649285831309506,0.0180217262683203,0.374610661326007,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Acutalibacter","Acutalibacter sp910584745",0.785714285714286
"OTU_53",-0.139021716317453,0.346590055999053,0.142590491479098,0.275607693172178,-0.974971857347387,1.25754855392419,0.362054756423476,0.248883142056591,0.629481565145361,0.656536564390662,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Acutalibacter",NA,1
"OTU_22",0.249013984071624,-0.351874204701285,0.116668566952247,0.385115437671315,2.13437081277897,-0.913685015664317,0.0702155479709173,0.391266318859107,0.219244466113273,0.757635747007871,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae",NA,NA,1
"OTU_23",0.483614371378711,-0.681225867399722,0.196992676922908,0.367748745837287,2.4549865453525,-1.85242200037614,0.0494548155116415,0.113408770546367,0.184550896909296,0.468960591718759,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae",NA,NA,0.928571428571429
"OTU_13",0.225122051394608,-0.308868725882658,0.174140249067662,0.29597536587956,1.29276288853324,-1.0435622740588,0.237124183078482,0.331381415143726,0.490270270419024,0.749632611978556,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA,1
"OTU_44",0.419739583062302,-0.753051280269939,0.0382726218413374,0.356272017134756,10.9670977024352,-2.11369752338732,0.00039272449751845,0.102064170882298,0.00600868481203229,0.454847670789544,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Avoscillospira_A",NA,0.75
"OTU_129",-0.517782199491571,0.899918353055114,0.0493275842708491,0.267725703374294,-10.4968083709212,3.36134462142764,0.000465684238239228,0.0282695664943054,0.00647724440460018,0.260592734978752,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","CANAAV01","CANAAV01 sp910585415",0.75
"OTU_115",-0.893256079827671,1.25531298008916,0.0294743893496085,0.25944893613236,-30.3061776524824,4.83838168235446,7.06123764916149e-06,0.0084099488720684,0.000540184680160854,0.193379344491804,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Enterenecus","Enterenecus sp910587255",0.714285714285714
"OTU_41",-0.313222509533223,0.660151483787438,0.181310620939487,0.299739647347949,-1.7275463947463,2.20241629570315,0.127705714053614,0.063504114126316,0.336878866382809,0.374610661326007,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Enterenecus",NA,1
"OTU_121",0.136836593989768,-0.272825413636401,0.0682213499703464,0.259758829743352,2.00577376509328,-1.05030275161757,0.1153537789338,0.352844080443159,0.315163003158417,0.757635747007871,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Evtepia","Evtepia sp910584805",0.714285714285714
"OTU_43",-0.850529702070085,1.34097348571355,0.255558577582024,0.420297003140729,-3.32812034766118,3.19053782371261,0.0158436484798632,0.0188235360248802,0.0808026072473023,0.226566993278378,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Evtepia",NA,0.964285714285714
"OTU_96",0.0769924516742192,-0.171496133969026,0.189807430760048,0.324152597263827,0.405634549532215,-0.529059879256329,0.705771248184569,0.624762043539481,0.917468923465565,0.885079561680931,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Lawsonibacter","Lawsonibacter sp950097245",0.75
"OTU_38",-0.397497924326406,0.811847230415167,0.200754728643565,0.338209004809568,-1.98001774111211,2.40043055882644,0.0881794934796855,0.0474361364504216,0.254555896271545,0.329644327484106,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Lawsonibacter",NA,1
"OTU_20",-0.188801878728658,0.436194348339222,0.121219455073306,0.249000999260061,-1.55752126269238,1.75177750143747,0.16330490129945,0.123272901265533,0.377115171969188,0.483609074195553,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,1
"OTU_40",-0.390450155308647,0.799161246183202,0.131207137934138,0.273308878548225,-2.97583013741707,2.9240222653147,0.0206364570994804,0.0222124503214096,0.0928640569476619,0.226566993278378,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",NA,1
"OTU_399",-0.653262249520471,0.895322234628364,0.0872817733767199,0.448396476028556,-7.48452081399519,1.99672005132205,0.0017041198806002,0.116552280059169,0.017382022782122,0.469276285501393,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Oscillibacter sp009774015",0.535714285714286
"OTU_111",-0.208655906638277,0.231539191545511,0.0410799475254373,0.411810566573382,-5.07926419596992,0.562246844397696,0.014742058664128,0.613221298567285,0.0787310039384319,0.876849146549482,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Oscillibacter sp910577405",0.821428571428571
"OTU_39",-0.219827128183827,0.492039797358527,0.186586545908701,0.30756632682538,-1.17815101358589,1.59978435362945,0.277231669259584,0.153679443950747,0.543800582009185,0.51171687786928,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Pelethomonas",NA,1
"OTU_100",-0.735091468535805,1.32756076412804,0.114399168500401,0.296200117331942,-6.42567142901246,4.48197244513674,0.00135562230660802,0.00650684200092132,0.0148150152079305,0.193379344491804,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Pelethomonas","Pelethomonas sp910578505",0.678571428571429
"OTU_103",-0.566410560751658,0.798125299782023,0.147494947759091,0.4473867515113,-3.84020313480022,1.78397169135185,0.0184563371290365,0.148993148449472,0.0855702903255326,0.51171687786928,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Pelethomonas","Pelethomonas sp910579965",0.785714285714286
"OTU_42",0.172309417809847,-0.213805985430088,0.175525641141028,0.360499181303746,0.981676618240658,-0.593083137267769,0.35896279946797,0.57178114510905,0.629481565145361,0.864412323954807,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Vermiculatibacterium",NA,1
"OTU_119",0.0299374633928647,-0.0677739790271682,0.132820149126143,0.376412188154399,0.225398507604687,-0.18005256248336,0.829150350096903,0.863038473079458,0.925659429688493,0.985409599859381,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Vermiculatibacterium","Vermiculatibacterium sp910587345",0.964285714285714
"OTU_50",0.576823708936686,-0.860470152008704,0.164419813164764,0.313618066490488,3.50823722417599,-2.74368808416464,0.0247112644351342,0.0517089141151539,0.10502287384932,0.329644327484106,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus",NA,0.75
"OTU_49",0.148790474129727,-0.231974541201624,0.0759856892484497,0.515860399391441,1.95813811260207,-0.449684723764962,0.107543912759076,0.671761642072629,0.299167611857065,0.890321789659585,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Angelakisella",NA,0.928571428571429
"OTU_444",-1.24430045403645,2.12359903388332,0.0413805978405395,0.465426953081611,-30.0696587040954,4.56269027786828,8.07902235368365e-05,0.0197414059524369,0.0024721808402272,0.226566993278378,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","CAG-115","CAG-115 sp910587465",0.535714285714286
"OTU_21",0.0693995180920998,-0.0285681659381422,0.102153541333128,0.297744356216002,0.67936477958982,-0.0959486396357321,0.518732195019877,0.926250483198537,0.77340902337607,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA,1
"OTU_485",-0.276942192680846,0.332954579513863,0.134368718389417,0.310095400196805,-2.06106150300722,1.07371660238285,0.0943057540016181,0.332012441267271,0.267199636337918,0.749632611978556,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminiclostridium_E","Ruminiclostridium_E sp910585505",0.642857142857143
"OTU_29",0.0657681691015471,-0.0220317377551484,0.195768608208569,0.297809977812832,0.335948494007163,-0.0739791793309053,0.746754781649071,0.943096608655786,0.917468923465565,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae",NA,NA,1
"OTU_237",0.218143160154599,-0.245124480783977,0.0563320139941651,0.244196403364379,3.87245448346999,-1.00380053680895,0.0117310866767332,0.361550837062963,0.0679858007334481,0.757635747007871,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-273","CAG-273 sp948560265",0.857142857142857
"OTU_28",0.232031570829435,-0.321305860865346,0.0963654666766352,0.273005510717161,2.40782905776861,-1.17692078823356,0.0469233726511254,0.277691413310369,0.179481900390555,0.708113103941442,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","TANB77","CAG-508",NA,NA,1
"OTU_82",0.305041806924923,-0.269027717966461,0.252085991071419,0.404272685170512,1.21007044313899,-0.665461031217066,0.312900790434734,0.55334693761172,0.576793023331498,0.846620814545931,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Clostridia","UBA1381","UBA1381","Hominilimicola",NA,0.714285714285714
"OTU_16",0.408740146323758,-0.593294813006284,0.24344217909331,0.363281152978664,1.67900298890724,-1.63315605046301,0.153989243992019,0.163364386682529,0.371910025003333,0.531803216221849,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Dehalobacteriia","UBA4068",NA,NA,NA,0.785714285714286
"OTU_247",-0.266162413573723,0.348959501583205,0.122410342457022,0.30543587743392,-2.17434579653407,1.14249676401785,0.081693703749542,0.304987817275285,0.240368012955383,0.729111500673728,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota","Dehalobacteriia","UBA4068","UBA4997","Avidehalobacter","Avidehalobacter sp021771915",0.785714285714286
"OTU_3",-0.121716733543219,0.34196648080053,0.242889363816323,0.349164859060729,-0.50112006401097,0.979384012813996,0.634137012484031,0.365213300645862,0.85861029123944,0.757635747007871,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacillota",NA,NA,NA,NA,NA,0.857142857142857
"OTU_284",-0.0262182418910365,0.143543802031504,0.27813368926891,0.518318706706758,-0.0942648909592816,0.276941195010186,0.927540261256076,0.789824796134497,0.972011369672463,0.969752678933756,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides acidifaciens",1
"OTU_283",-0.0513147963774753,0.188717600107092,0.18527498777422,0.288218909877777,-0.276965590412067,0.654771750358504,0.789806813335218,0.533530990827856,0.922446125498385,0.840018941145806,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides muris",1
"OTU_36",0.368325979769271,-0.638118945824452,0.451324636222537,0.806005078690811,0.816099876248852,-0.791705862276879,0.445625601919735,0.458678780264062,0.702893990656901,0.796763829790582,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA,0.964285714285714
"OTU_293",-0.23322363921236,0.466358818472498,0.232835931695931,0.472647395373695,-1.00166515328457,0.986694993005885,0.373186669350127,0.379651205827718,0.639357134065113,0.757635747007871,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","Odoribacter sp009935865",0.785714285714286
"OTU_280",0.0449643911895373,0.0154150624864708,0.283317781928594,0.374821658540776,0.158706562233605,0.041126392072655,0.878381794324348,0.9683435795605,0.93328065646962,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","CAG-873 sp001689665",0.892857142857143
"OTU_277",0.120862946431232,-0.12120233694858,0.121749616087155,0.561102932679476,0.992717269389263,-0.216007313256757,0.353915698668463,0.835141601601428,0.629481565145361,0.969752678933756,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","CAG-873 sp002490635",1
"OTU_278",0.395779566524761,-0.616052253116932,0.117606871449202,0.482921085370497,3.36527586906951,-1.27567892928986,0.0119974942470791,0.242767802906031,0.0679858007334481,0.656536564390662,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","CAG-873 sp009775225",1
"OTU_276",-0.00547354770302758,0.106203352493087,0.181465006690264,0.415736280029876,-0.0301631030844981,0.255458466327391,0.976778950430489,0.805712628613841,0.986099093847796,0.969752678933756,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","CAG-873 sp009775535",1
"OTU_281",0.192121908470485,-0.299480056949672,0.214508014830316,0.365609515856005,0.895639767224832,-0.819125443845457,0.404942198866962,0.444025434232234,0.666195230394033,0.796763829790582,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","CAG-873 sp011959565",0.964285714285714
"OTU_420",-0.0139081827924446,0.279897217578526,0.241901062398735,0.357057985392363,-0.0574953357150583,0.783898495564954,0.956377608671462,0.468589706516041,0.975505160844892,0.796763829790582,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873",NA,0.464285714285714
"OTU_271",0.17296510750349,-0.280477799599769,0.37651091240065,0.51086694248598,0.45938936112278,-0.54902319229134,0.662128223542117,0.602806086430615,0.873324294844344,0.870088030414,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella dubosii",0.964285714285714
"OTU_270",0.00665252880287998,-0.031050333677434,0.112850971568554,0.316674692004829,0.0589496812514259,-0.098051200368612,0.955819718323056,0.926608520828166,0.975505160844892,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella freteri",0.857142857142857
"OTU_268",0.338373555026257,-0.512721432419626,0.249991197829451,0.354376384670882,1.3535418765308,-1.44682731298758,0.217959119655671,0.191196924154377,0.483300656627793,0.597002640726931,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella muricolitica",1
"OTU_269",0.280273421102607,-0.408141191357056,0.0707279826729557,0.415890795507258,3.96269496895711,-0.981366252309695,0.00544287951035966,0.359105477325655,0.0416380282542514,0.757635747007871,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella muris",1
"OTU_510",0.144019564343705,0.00352366009026564,0.279518783641717,0.399149520976426,0.515241095669286,0.0088279201278905,0.62834699392278,0.993297829387088,0.85861029123944,0.993297829387088,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella",NA,0.464285714285714
"OTU_255",-0.114384465116249,0.163141106587414,0.159018688408307,0.338004145147068,-0.719314605479253,0.482660076598854,0.498992809316665,0.646441385800669,0.755899998271779,0.890321789659585,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","JAFLTL01","JAFLTL01 sp910578395",0.821428571428571
"OTU_90",0.0469997342473367,0.0117925233619949,0.22069458125283,0.516335240671827,0.212962792201469,0.0228388892198238,0.841769300691103,0.982872694252798,0.925659429688493,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","JAFLTL01",NA,0.821428571428571
"OTU_262",0.714700381510648,-1.31124316293511,0.527254287265285,0.667238850000181,1.35551364639933,-1.96517808118451,0.233266461098451,0.106579427351273,0.488900939014563,0.454847670789544,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Lepagella","Lepagella muris",0.714285714285714
"OTU_267",0.137245786923734,-0.239467296676559,0.123586361366697,0.31660879946564,1.11052534766767,-0.756350730240987,0.30928428569322,0.478074328160305,0.576793023331498,0.796763829790582,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Lepagella","Lepagella muris_A",0.857142857142857
"OTU_263",-0.030223248588306,0.228269277787195,0.0927363006459714,0.387863083680768,-0.325905264473356,0.58853055985878,0.755562642853995,0.577643041053686,0.917468923465565,0.864412323954807,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Lepagella","Lepagella sp002361155",0.928571428571429
"OTU_266",0.0421676800317477,0.0204491425704905,0.0623657974250805,0.450408067317901,0.676134704801994,0.0454013683464007,0.520660976521145,0.965055442114638,0.77340902337607,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Lepagella","Lepagella sp002361215",1
"OTU_265",-0.205975411822598,0.241881908570398,0.109673896887033,0.29516256023709,-1.87807142509724,0.819487093404076,0.156994240820551,0.472551731389028,0.371910025003333,0.796763829790582,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Lepagella","Lepagella sp003979075",0.857142857142857
"OTU_264",0.296034278309883,-0.424245776009182,0.123129751312645,0.460763067103095,2.40424653793222,-0.920746054314847,0.0529874462768686,0.392698275882308,0.19302569715145,0.757635747007871,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Lepagella","Lepagella sp009775365",0.964285714285714
"OTU_261",0.387003389757156,-0.600255134935243,0.302968305629093,0.66370131424731,1.27737252566261,-0.904405524066168,0.242203207868524,0.395838858683472,0.494094544051789,0.757635747007871,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Lepagella","Lepagella sp009775375",1
"OTU_419",0.267793666616274,-0.209819432303002,0.480482217183472,0.571976220640298,0.557343554119542,-0.366832439411765,0.601320939325783,0.728756790566465,0.85861029123944,0.935455772016815,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Lepagella",NA,0.571428571428571
"OTU_275",-0.0398759781750054,0.168127727342648,0.174600241124746,0.357326307017039,-0.228384439323399,0.470515951501523,0.825875679216421,0.652294643534984,0.925659429688493,0.890321789659585,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Muribaculum gordoncarteri",1
"OTU_273",0.0548187722170528,-0.10041415852388,0.276467872032666,0.433662408396587,0.198282613505904,-0.231549141866249,0.850633837760588,0.826065895343261,0.925659429688493,0.969752678933756,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Muribaculum intestinale",0.857142857142857
"OTU_421",0.448473949398639,-0.710902142289914,0.12126818629621,0.355710912506658,3.6981995286315,-1.99853903069844,0.00767317903771855,0.0858040022798278,0.0510433214248234,0.418936831398385,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum",NA,0.607142857142857
"OTU_35",0.270866102208667,-0.391208017347963,0.156516690877184,0.420992570878424,1.73058924700377,-0.929251593517878,0.127140843617237,0.383684272123103,0.336878866382809,0.757635747007871,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,1
"OTU_320",0.983208830578878,-1.65816689917612,0.0550797889932775,0.523242323480493,17.8506281260242,-3.16902288818373,0.000383376328009999,0.0505186710151357,0.00600868481203229,0.329644327484106,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",NA,0.464285714285714
"OTU_356",0.0222322717294379,-0.0608880832053546,0.0830450159806475,0.282158292848433,0.267713498117922,-0.215794058684859,0.806270875529569,0.842987622863984,0.925659429688493,0.969752678933756,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum","Paramuribaculum intestinale",0.75
"OTU_256",0.123464149212851,-0.0791055178151176,0.131594336447832,0.376121723364105,0.938217802874784,-0.210318928424507,0.384346367762399,0.840379159095556,0.646208728215902,0.969752678933756,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","UBA7173","UBA7173 sp001689485",0.964285714285714
"OTU_260",0.178287102966587,-0.224565818712221,0.1790428089608,0.340254987956057,0.995779188236606,-0.659992730925733,0.352525747395092,0.530367497657636,0.629481565145361,0.840018941145806,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","UBA7173","UBA7173 sp001689685",1
"OTU_259",0.0105243687123323,0.0637150225666339,0.395897744054443,0.535917245401513,0.0265835531280143,0.11888966647994,0.979654001731144,0.909243386606971,0.986099093847796,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","UBA7173","UBA7173 sp002491305",0.928571428571429
"OTU_258",0.344782976462364,-0.524258391004617,0.304826910233422,0.460884600150307,1.13107788350558,-1.137504683024,0.295279949686574,0.292760188477428,0.55775101607464,0.729111500673728,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","UBA7173","UBA7173 sp013316675",1
"OTU_19",0.200478317845787,-0.228208181747043,0.117560897920023,0.349559391922595,1.70531461900003,-0.65284523036811,0.1390158276852,0.538051347923458,0.360498671793823,0.840018941145806,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA,0.857142857142857
"OTU_289",-0.212459550414571,0.39364356283179,0.0880006300955695,0.351849919560976,-2.41429578610787,1.11878258583365,0.0605420981786179,0.314081761934496,0.210521386848376,0.739300147322736,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes muris",0.928571428571429
"OTU_288",-0.226730136644824,0.621283053900233,0.140616362079146,0.456240724520343,-1.61240223607271,1.36174396652864,0.158000991014488,0.222188929289992,0.371910025003333,0.648790061016034,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp002358415",0.928571428571429
