"","Duncaniella sp. B8","Muribaculum gordoncarteri","Duncaniella dubosii","Paramuribaculum intestinale","Muribaculum intestinale","Acutalibacter muris","Mucispirillum schaedleri","Bacteroides uniformis","Blautia producta","Enterocloster bolteae","[Clostridium] scindens","Bacteroides caecimuris","Duncaniella sp. C9","Blautia massiliensis (ex Durand et al. 2017)","Flavonifractor plautii","Clostridium sp. 10cd*","Mediterraneibacter gnavus","Bacteroides faecium","Ligilactobacillus murinus","uncultured Alistipes sp.","Xanthomonas euvesicatoria","Enterococcus faecalis","Eisenbergiella porci","Parabacteroides distasonis","Enterocloster clostridioformis","Clostridium sp. MD294","[Clostridium] innocuum","Faecalibaculum rodentium","Klebsiella pneumoniae","Faecalibacterium prausnitzii","Hungatella hathewayi","Simiaoa sunii","Ihubacter sp. rT4E-8","Lawsonibacter asaccharolyticus","Alistipes finegoldii","Staphylococcus aureus","Emergencia sp. JLR.KK010","Roseburia intestinalis","Alistipes onderdonkii","Halomonas sp. N3-2A","Enterocloster lavalensis","Alistipes shahii","[Clostridium] symbiosum","Blautia pseudococcoides","Oscillibacter hominis","Bacteroides xylanisolvens","Dysosmobacter welbionis","Alistipes senegalensis","Marvinbryantia formatexigens","Roseburia hominis"
"Klebsiella pneumoniae",-0.362748889419707,-0.360521472381232,-0.447974180762782,-0.211081912198592,-0.508631357367066,-0.261181732830988,0.243060204644638,-0.209976889470561,0.577870411342093,0.00905685659708386,0.504183890621417,-0.216246486443394,-0.517066168479527,0.545928701680397,-0.51882755066467,0.485238787498864,0.33185531253454,-0.209785082151522,0.458258089004614,-0.310528354685857,0.560117292043581,0.156766709366004,-0.0307456492223546,-0.529532958951413,0.404852961093826,-0.125231615632446,0.181554251126027,0.248674333227719,1,-0.342483467636797,0.632626807335652,0.315814603352543,0.490254711098993,-0.561500928495893,-0.222389635948767,0.993592597924662,0.676377480657668,0.372889333594487,-0.286672439006386,0.98469234558232,-0.128994383964665,-0.447059703211225,0.531632020271133,0.624250636405385,-0.562515128588737,-0.409782722023049,-0.557352414386144,-0.297084013778927,0.6227138139556,0.497066083526921
"Faecalibacterium prausnitzii",-0.267917539522461,-0.205686326813137,-0.128111482372028,-0.375436736163396,-0.0807129168618819,0.795986146534771,0.160033753741834,0.105843052573505,0.326291607659545,0.661281827579558,0.329860188837519,-0.218633257110256,0.0245173071600849,0.427223082501388,0.931513315838566,0.432380680792881,0.486704166477945,-0.178775790705017,-0.423236028800024,0.111238044176701,-0.495048818681161,0.595919260034783,0.778634206082984,-0.194698657537579,0.342360489270312,0.513929403690008,0.522045493973183,-0.499150336792082,-0.342483467636797,1,0.238849557221147,0.22474432952664,0.202274581192755,0.87708710880327,-0.0982729969342329,-0.279767414745531,-0.389246628977036,0.503300425036791,0.0799218678222677,-0.354130752234731,0.745430577667408,0.128899836076001,-0.0153741000916375,0.239859879596519,0.963150158674924,-0.185891008507637,0.955479146299283,0.159863196124368,0.146519795631756,0.348513236981975
"Hungatella hathewayi",-0.873462593343373,-0.711085242098946,-0.833120781879308,-0.897389206468967,-0.9849644556292,0.0928764106116015,0.161521729180507,-0.296972792124278,0.739088903543317,0.304809268538185,0.787995015797983,-0.686784105168766,-0.689986467700807,0.794360650231405,0.00149785010378982,0.633303439263474,0.720411784449006,-0.625361523070205,0.255476486398971,-0.246967904111899,0.137583102228449,0.568885043854229,0.627482553380529,-1,0.510475714247892,-0.113927527308785,0.561483284600887,-0.176631882081031,0.632626807335652,0.238849557221147,1,0.735450480349983,0.698447450265216,-0.0959451457686778,-0.263916541718467,0.787352577646616,0.0404585903034053,0.608659309860007,-0.188263164968772,0.671672686650415,0.265238863835623,-0.408495897404783,0.367436325227417,0.860485356835526,0.0818563245840204,-0.862310946821906,0.0249023658546967,-0.141836880516944,0.88837789572281,0.825196682834417
"Simiaoa sunii",-0.563937053998923,-0.513493081712059,-0.588713780880629,-0.618533463085386,-0.727199339411788,0.0648419897938106,0.0765744770855764,-0.188261459885932,0.580458034982706,-0.0094302715118594,0.804526832976028,-0.466805730167936,-0.428434098959687,0.664337595328172,0.0422586075269133,0.451186251939841,0.621595894125025,-0.431677422403303,0.263563023989601,-0.190094193445206,-0.0111666725348503,0.445188682984306,0.567490761838236,-0.838920926997083,0.666833591421093,-0.223301455647556,0.721076151502664,0.0093614502224277,0.315814603352543,0.22474432952664,0.735450480349983,1,0.589916511193181,-0.0111331370261302,-0.246029002729301,0.414381812131187,0.0527117371998656,0.43864256745686,-0.123375260737449,0.346437064489231,0.212562055340495,-0.270064982911559,0.394234467618001,0.662725468997923,0.13837425140604,-0.660662316574352,0.0652086343595141,-0.122568431805823,0.871035868813522,0.803499500990851
"Ihubacter sp. rT4E-8",-0.673470956443535,-0.605806137136169,-0.696266030084214,-0.616901408403668,-0.734876085710328,0.0578798804829342,0.294648608976186,-0.388312353427797,0.862423235952344,0.364532573119135,0.688302599092087,-0.505852680039287,-0.616873977153555,0.618999821636831,-0.0198241783268696,0.434650626552262,0.494667955275783,-0.46274901455216,0.384422012384212,-0.0648272494747474,-0.0247710135928018,0.727336851380387,0.386133485498681,-0.774925447618491,0.624107495419588,-0.101954614838134,0.63178207048785,-0.201025776404217,0.490254711098993,0.202274581192755,0.698447450265216,0.589916511193181,1,-0.119978461167933,-0.236892414470134,0.533795809165254,0.472497069863279,0.55271342596017,-0.0263148219702103,0.468406295748206,0.499611566687514,-0.154834173813624,0.443717958278373,0.624741904182688,-0.0674411758097507,-0.698794875487755,-0.0578713175901188,-0.0246505711530376,0.815631343219815,0.79406619014775
"Lawsonibacter asaccharolyticus",-0.00734682506699072,-0.0145125834100861,0.0850715794542546,-0.157500696784592,0.204814832998201,0.900992795754301,0.143546091793863,0.204346664171899,-0.048778731962242,0.488528826655382,0.0892066335129745,-0.046670901042637,0.187162730804192,0.0786041587859572,0.979027807761256,0.128853034076745,0.197411891213837,-0.0222868977509164,-0.606490262505352,0.179364215313801,-0.491008402646967,0.422421226469094,0.620634725044202,0.102843282760979,0.0102479467433231,0.494655923855597,0.232770745333511,-0.301066573504538,-0.561500928495893,0.87708710880327,-0.0959451457686778,-0.0111331370261302,-0.119978461167933,1,-0.00713135531308384,-0.550499041258318,-0.51524848792106,0.17296215895631,0.132114882192844,-0.595273705382558,0.502279239005594,0.224528456468979,-0.209305864502039,-0.0833219750704221,0.979159790548054,0.0844677486459176,0.972154090635691,0.18113061613487,-0.204722936680262,-0.0106747695513097
"Alistipes finegoldii",-0.105124571381163,0.0316497335689348,-0.114684985543551,-0.198222759255866,-0.112858646204215,-0.0573631090766017,0.167851732629608,0.100348623883858,-0.422475625370048,-0.158647199635503,-0.475353999297235,0.126557442857547,-0.155565584864908,-0.47626129749744,-0.0145570406250646,-0.432524932344443,-0.536020797564303,0.165057501585227,-0.203297615771382,0.832853199883123,0.30052634016697,-0.354204006140225,-0.108754412176815,-0.00190890034292849,-0.515515395532803,-0.10330258656581,-0.397829971814041,0.201282465550489,-0.222389635948767,-0.0982729969342329,-0.263916541718467,-0.246029002729301,-0.236892414470134,-0.00713135531308384,1,-0.068395739598893,-0.195330823353347,-0.525912348085853,0.817985562153286,-0.0872835480146265,-0.23476085614725,0.79119259017216,-0.341463200963251,-0.409398134708266,0.0627765466399227,0.128322718065121,0.0284485320213985,0.82614738944123,-0.33096122281857,-0.372905118653153
"Staphylococcus aureus",-0.309254176869909,-0.282209977434289,-0.394692606886505,-0.155414144842224,-0.459396177459179,-0.216404015681712,0.231233220105326,-0.166482591017761,0.658148854217744,0.103004563909032,0.61407616950679,-0.166918264360866,-0.476163503392506,0.672061670165036,-0.500760462473752,0.581291325819525,0.411295320392433,-0.162370033112028,0.443832282060544,-0.183272808205501,0.680579249521535,0.166079496860591,0.110361263490322,-0.454329902055439,0.503344081159347,-0.0616973612436117,0.24061447544983,0.266054104580669,0.993592597924662,-0.279767414745531,0.787352577646616,0.414381812131187,0.533795809165254,-0.550499041258318,-0.068395739598893,1,0.762421668927406,0.438747671180924,-0.150539106875691,0.989881192143594,-0.0528431532467616,-0.309452549175129,0.634811686257126,0.716203476954155,-0.558195238157394,-0.327694801981214,-0.543973266662324,-0.171521679811486,0.756505185088933,0.594327668269852
"Emergencia sp. JLR.KK010",-0.395975157200235,-0.243578294540994,-0.370295144316277,-0.298545408911682,-0.47720101518963,-0.354674634937517,0.260253426874023,0.0106353476278379,0.353468884900554,-0.157128815696579,0.0933989037032406,-0.327015781526254,-0.406187838975111,0.0559822604958196,-0.432964680114807,0.190720098690761,0.0163084755328835,-0.32793402992364,0.647307093653685,-0.354361137245387,0.137183983551047,0.251849078759074,-0.512854514214391,-0.422909306044438,0.0504583259355816,-0.108947522745578,0.0360373036413444,0.0822875501732083,0.676377480657668,-0.389246628977036,0.0404585903034053,0.0527117371998656,0.472497069863279,-0.51524848792106,-0.195330823353347,0.762421668927406,1,0.144294049127845,-0.306039058959503,0.690005210966327,-0.210486462272711,-0.419731785588247,0.185175458603363,0.35876419015742,-0.372240959432301,-0.601732146708622,-0.40164033001577,-0.261428323429629,0.214078044508492,0.222261467253081
"Roseburia intestinalis",-0.543928244750246,-0.538928967401769,-0.437374927971068,-0.51620495978621,-0.549289581458826,0.236504886680622,0.20785286531879,-0.111238170456995,0.727274941705555,0.512657748169606,0.632957052193279,-0.514883349993837,-0.315501001014285,0.821609780273962,0.272935197677972,0.743101680779537,0.742214669220616,-0.476032784268922,0.199492752514651,-0.389713618437447,-0.197417719753556,0.572482261370487,0.485612639787905,-0.617029298895799,0.62170961166585,0.298186301822586,0.625559178214881,-0.48890432841362,0.372889333594487,0.503300425036791,0.608659309860007,0.43864256745686,0.55271342596017,0.17296215895631,-0.525912348085853,0.438747671180923,0.144294049127845,1,-0.353863530039959,0.359453150856926,0.656573888738238,-0.431663736807175,0.285410370605025,0.716362584436709,0.312041871624681,-0.668409774508,0.301947470471393,-0.262033376234415,0.618224322960652,0.781710237162698
"Alistipes onderdonkii",-0.156407642899468,-0.0793218440958507,-0.175511613275903,-0.274932819020411,-0.140563388586402,0.02881859525659,0.281893312727908,0.00691291286141497,-0.262621858560205,0.0904264622594753,-0.295378224435892,0.0816729767367392,-0.153381581960069,-0.346270043046488,0.149538105930778,-0.471613067297362,-0.49643348923692,0.136168211619798,-0.176178272635294,0.983860609873947,0.0938662353467169,-0.0807964610645576,0.0460769591080485,-0.0445784179130824,-0.355077366814508,-0.156790008282459,-0.19376846829597,0.112936666836131,-0.286672439006386,0.0799218678222677,-0.188263164968772,-0.123375260737449,-0.0263148219702103,0.132114882192844,0.817985562153286,-0.150539106875691,-0.306039058959503,-0.353863530039959,1,-0.185866839549771,0.0371874703424417,0.972143526083728,-0.417778458559339,-0.360289974840901,0.17883294255445,0.0805212783942322,0.142895883587078,0.995346620071585,-0.203450267165075,-0.141516336278647
"Halomonas sp. N3-2A",-0.317828262198729,-0.324822025659986,-0.421117208500475,-0.176981003937807,-0.491508045485242,-0.279871713554225,0.242894832598141,-0.165398669160752,0.560763024606055,0.00818422377707465,0.51777323387651,-0.184222668729806,-0.492948706522416,0.551364371851649,-0.551657340787064,0.465971901771585,0.328686845235704,-0.178081088137568,0.400534475684069,-0.210629631214789,0.688871807812622,0.0918961660364558,-0.000645911775073128,-0.489310651274611,0.420915581341756,-0.120541436477979,0.186432492774933,0.256801288158912,0.98469234558232,-0.354130752234731,0.671672686650415,0.346437064489231,0.468406295748206,-0.595273705382558,-0.0872835480146265,0.989881192143594,0.690005210966327,0.359453150856926,-0.185866839549771,1,-0.12396188614594,-0.349649355036042,0.537509848480549,0.621147763000413,-0.596821484786805,-0.368965855982801,-0.58884807292677,-0.202890335188183,0.654288135936883,0.507705204230032
"Enterocloster lavalensis",-0.355055912765508,-0.377814414294157,-0.275823871607982,-0.476386679376296,-0.291132384104591,0.454326808536117,0.353463434894969,-0.197518834149576,0.498697561505587,0.720107252882554,0.326817186387694,-0.361408771894827,-0.0903036145395623,0.393280790031636,0.603395490106928,0.233120954321681,0.440237201318053,-0.313760828873502,-0.0667274547764983,0.047977955151958,-0.555001669031522,0.654573182656004,0.55292878637149,-0.350894158926035,0.443748674769711,0.225579111001834,0.560178079581718,-0.517931757885756,-0.128994383964665,0.745430577667408,0.265238863835623,0.212562055340495,0.499611566687514,0.502279239005594,-0.23476085614725,-0.0528431532467616,-0.210486462272711,0.656573888738238,0.0371874703424417,-0.12396188614594,1,0.0452558846435984,-0.0611502503165828,0.250272337897765,0.646501710800284,-0.417638265203652,0.646592326952752,0.12864146874638,0.250383491675604,0.51300270521639
"Alistipes shahii",-0.0824722531652759,0.00919681841342334,-0.0485942229469977,-0.20351084310586,-0.0138758083657335,0.0451180006745089,0.227647594722503,0.032726356012358,-0.390740978328564,0.0926808016795125,-0.473816694620716,0.146416091459453,-0.00320494366144082,-0.493597848852338,0.240526298282265,-0.578984212772969,-0.582348250815273,0.193262104500933,-0.212393041935406,0.972889511937192,-0.0658802036211419,-0.124737286650581,-0.0341653334759986,0.114070382876539,-0.467092097396179,-0.114927405399401,-0.304696405005382,0.0530568558503878,-0.447059703211225,0.128899836076001,-0.408495897404783,-0.270064982911559,-0.154834173813624,0.224528456468979,0.79119259017216,-0.309452549175129,-0.419731785588247,-0.431663736807175,0.972143526083728,-0.349649355036042,0.0452558846435984,1,-0.546696433324396,-0.507325030518243,0.29141643428239,0.170166815811018,0.248112010308389,0.986236772606557,-0.420562155544637,-0.298273785658466
"[Clostridium] symbiosum",-0.579408242147319,-0.295483203141225,-0.467538663687198,-0.311437764931239,-0.537084243849976,-0.173599790318557,0.219242224198301,-0.429547869759455,0.582210153307262,-0.00509211650431982,0.174789670547953,-0.532934072003535,-0.457001753773162,0.347023988572013,-0.136976383443429,0.50175290536834,0.31553488203942,-0.537001208007329,0.507781522899097,-0.437183640632677,0.0945355910901383,0.245686693129132,-0.00573677472425442,-0.730145359222437,0.579607362336015,0.172203257182089,0.32779195276889,0.197086351141342,0.531632020271133,-0.0153741000916375,0.367436325227417,0.394234467618001,0.443717958278372,-0.209305864502039,-0.341463200963251,0.634811686257126,0.185175458603363,0.285410370605025,-0.417778458559339,0.537509848480549,-0.0611502503165828,-0.546696433324396,1,0.496107470975471,-0.0841199401700799,-0.751157132781682,-0.111382815649044,-0.38566606059715,0.411504031546256,0.318092814648576
"Blautia pseudococcoides",-0.729665729450167,-0.502568183874121,-0.637506180831911,-0.694945374459617,-0.797339579350831,0.137469782266344,0.179873159361931,-0.181072825059556,0.81220334608378,0.313091649348708,0.75562207080165,-0.666347268607834,-0.525078007472543,0.872991937083069,0.0101408771947951,0.842262457822242,0.752391164018736,-0.636455841376871,0.255870958456868,-0.424768463326574,0.0647889443627434,0.54212242074304,0.464596934822372,-0.90816849165215,0.668777875485575,0.153264359520052,0.618757658967348,-0.193084962510297,0.624250636405385,0.239859879596519,0.860485356835526,0.662725468997923,0.624741904182688,-0.0833219750704221,-0.409398134708266,0.716203476954155,0.35876419015742,0.716362584436709,-0.360289974840901,0.621147763000413,0.250272337897765,-0.507325030518243,0.496107470975471,1,0.0639276299708204,-0.824114211858685,0.0364276439321805,-0.311741966533546,0.84047450094275,0.843180319210055
"Oscillibacter hominis",0.0895963157318592,0.0946042684286937,0.191108652144443,-0.0624894221734297,0.298382061685256,0.913887945582801,0.111862090260974,0.304852955199366,0.0739398816483261,0.586623140706703,0.243041062178569,0.0496756558943045,0.298699412700857,0.28645644686903,0.988715520038875,0.298989929111437,0.391153755320952,0.064055084789735,-0.607304727554442,0.222095355494958,-0.478140351309386,0.419781020248657,0.773791746169773,0.239815182847253,0.185173030398378,0.561328608618329,0.353000537822357,-0.298969712970302,-0.562515128588737,0.963150158674924,0.0818563245840204,0.13837425140604,-0.0674411758097507,0.979159790548054,0.0627765466399227,-0.558195238157394,-0.372240959432301,0.312041871624681,0.17883294255445,-0.596821484786805,0.646501710800284,0.29141643428239,-0.0841199401700799,0.0639276299708204,1,0.20285956096531,0.99534136964988,0.222414252216654,-0.0211269133196264,0.142998834144367
"Bacteroides xylanisolvens",0.739238248707707,0.549560089822867,0.728416357035603,0.664307804551804,0.786444117546886,-0.20199184136078,-0.578102069857178,0.296314738815218,-0.914804180508051,-0.415477407279117,-0.703142826280971,0.913107962062003,0.707337715824792,-0.765112454495577,0.104917302383992,-0.64154382675172,-0.460818185395825,0.890699250919975,-0.0780859699772202,0.13498220174006,-0.145615470744245,-0.604672722473341,-0.400539876879921,0.781481050210194,-0.794110268853778,-0.295846518965783,-0.611440679694564,0.0228418604482307,-0.409782722023049,-0.185891008507637,-0.862310946821906,-0.660662316574352,-0.698794875487755,0.0844677486459176,0.128322718065121,-0.327694801981214,-0.601732146708622,-0.668409774508,0.0805212783942322,-0.368965855982801,-0.417638265203652,0.170166815811018,-0.751157132781682,-0.824114211858685,0.20285956096531,1,0.112035767135045,0.120793473283792,-0.86813247964572,-0.828738012086698
"Dysosmobacter welbionis",0.0180377920731058,0.0449994394944689,0.129412357671065,-0.13335517751786,0.232189385977475,0.899843203639699,0.147280320950021,0.248779513406173,0.0653512189658772,0.593362287426014,0.171242510681859,-0.0296603501775736,0.240776668068798,0.220548184576525,0.984770280123521,0.272119989166717,0.339737397829781,-0.0102326062311165,-0.589655226895743,0.190489461190199,-0.503386375386993,0.443749771132547,0.715068381232368,0.158123474237845,0.149169021908125,0.549466144741272,0.317561807790557,-0.351035282621947,-0.557352414386144,0.955479146299283,0.0249023658546967,0.0652086343595141,-0.0578713175901188,0.972154090635691,0.0284485320213985,-0.543973266662324,-0.40164033001577,0.301947470471393,0.142895883587078,-0.58884807292677,0.646592326952752,0.248112010308389,-0.111382815649044,0.0364276439321805,0.99534136964988,0.112035767135045,1,0.197247129425968,-0.0918183768065103,0.104034510828084
"Alistipes senegalensis",-0.111299873398557,-0.0551091635947588,-0.125923110661184,-0.240056921634809,-0.0842549261492403,0.0898838547104789,0.285019445935471,0.062088713989531,-0.218795195562615,0.174252975496525,-0.244751507471354,0.0992226775644663,-0.102410683593664,-0.259582408451622,0.204668827990796,-0.394719582454176,-0.426619403759228,0.147857896537023,-0.212972425868425,0.986463183765874,0.0947757893535977,-0.0502677051815594,0.114338754785601,0.0315016897490821,-0.319429692616041,-0.0711469973629923,-0.162198961255168,0.0810462761354561,-0.297084013778927,0.159863196124368,-0.141836880516944,-0.122568431805823,-0.0246505711530376,0.18113061613487,0.82614738944123,-0.171521679811486,-0.261428323429629,-0.262033376234415,0.995346620071585,-0.202890335188183,0.12864146874638,0.986236772606557,-0.38566606059715,-0.311741966533546,0.222414252216654,0.120793473283792,0.197247129425968,1,-0.169876245619847,-0.103428941401863
"Marvinbryantia formatexigens",-0.795589326124667,-0.745297911776965,-0.80783539014778,-0.808672962017075,-0.968519156852389,-0.0618860779842525,0.118077600194449,-0.275660841689456,0.769528438799232,0.0829004189355189,0.852130261291735,-0.610242308480365,-0.660576753169703,0.814054616145172,-0.0997184009849691,0.598022558296749,0.677930181679748,-0.555689454209016,0.43587370282926,-0.281743776792966,0.0769021348103866,0.540241779320634,0.490373308456459,-1,0.608099517097657,-0.205972118955403,0.720681090989695,-0.124307229609442,0.6227138139556,0.146519795631756,0.88837789572281,0.871035868813522,0.815631343219815,-0.204722936680262,-0.33096122281857,0.756505185088933,0.214078044508492,0.618224322960652,-0.203450267165075,0.654288135936883,0.250383491675604,-0.420562155544637,0.411504031546256,0.84047450094275,-0.0211269133196264,-0.86813247964572,-0.0918183768065103,-0.169876245619847,1,0.919728151185221
"Roseburia hominis",-0.743993944079745,-0.688168458716811,-0.723660879861059,-0.787417313943366,-0.860709152188728,0.123510270271479,0.261771377061258,-0.243992325337993,0.839826041181987,0.356298618688658,0.864153919958344,-0.606857416285403,-0.555319692286582,0.881287698570139,0.0879521751208358,0.629846277352001,0.698211268107386,-0.552599514759088,0.306378168161151,-0.205690036889065,-0.0870488417503975,0.66613213648224,0.554537278528594,-0.936071501491376,0.729798940129939,-0.0490918537121889,0.782492424847266,-0.262284560771613,0.497066083526921,0.348513236981975,0.825196682834417,0.803499500990851,0.79406619014775,-0.0106747695513097,-0.372905118653153,0.594327668269852,0.222261467253081,0.781710237162698,-0.141516336278647,0.507705204230032,0.513002705216389,-0.298273785658466,0.318092814648576,0.843180319210055,0.142998834144367,-0.828738012086698,0.104034510828084,-0.103428941401863,0.919728151185221,1
