"group","n_samples","n_nodes","n_edges","density","transitivity","avg_path_length","modularity"
"ApcMUT_HpKO",4,50,416,0.339591836734694,0.628113879003559,1.90204081632653,0.393179086538462
"ApcMUT_HpWT",5,50,360,0.293877551020408,0.767187271931105,NA,0.236697530864198
