"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"PF10097","treatment_group","ApcMUT_HpWT",-0.191975826152078,0.412255687087701,0.655591957257805,"treatment_groupApcMUT_HpWT",0.787252639345291,9,2
"PF12164","treatment_group","ApcMUT_HpWT",0.323994864700019,0.695869657010824,0.655642861312933,"treatment_groupApcMUT_HpWT",0.787252639345291,9,9
"PF14411","treatment_group","ApcMUT_HpWT",0.475663145676403,1.02420779625634,0.656444957661785,"treatment_groupApcMUT_HpWT",0.788071143448674,9,9
"PF00873","treatment_group","ApcMUT_HpWT",-0.183612376081134,0.396143982553799,0.657073508208415,"treatment_groupApcMUT_HpWT",0.788635279026358,9,9
"PF18719","treatment_group","ApcMUT_HpWT",0.223318400201282,0.481935339963083,0.657155894946628,"treatment_groupApcMUT_HpWT",0.788635279026358,9,3
"PF09339","treatment_group","ApcMUT_HpWT",0.420134796012789,0.909056706584245,0.657983603320345,"treatment_groupApcMUT_HpWT",0.789483810071202,9,9
"PF14134","treatment_group","ApcMUT_HpWT",-0.231631455250333,0.501567885438994,0.658223202919415,"treatment_groupApcMUT_HpWT",0.789626515106261,9,9
"PF09983","treatment_group","ApcMUT_HpWT",0.0978790831288891,0.212180550937758,0.658574143937741,"treatment_groupApcMUT_HpWT",0.789902712230311,9,9
"PF04536","treatment_group","ApcMUT_HpWT",-0.214011758322895,0.465335428317718,0.659525528372401,"treatment_groupApcMUT_HpWT",0.790882539846849,9,9
"PF08474","treatment_group","ApcMUT_HpWT",0.236063185213134,0.513458006191475,0.659632778496959,"treatment_groupApcMUT_HpWT",0.790882539846849,9,4
"PF07730","treatment_group","ApcMUT_HpWT",0.217921678126911,0.474752990434664,0.660132246235318,"treatment_groupApcMUT_HpWT",0.791336402154959,9,9
"PF06054","treatment_group","ApcMUT_HpWT",0.2488446769338,0.54270887117704,0.660472748876429,"treatment_groupApcMUT_HpWT",0.791563433146737,9,9
"PF10882","treatment_group","ApcMUT_HpWT",-0.285449325620838,0.622885462667835,0.660646476521754,"treatment_groupApcMUT_HpWT",0.791563433146737,9,9
"PF03457","treatment_group","ApcMUT_HpWT",0.370506527502538,0.808651120729789,0.660708665722611,"treatment_groupApcMUT_HpWT",0.791563433146737,9,6
"PF06202","treatment_group","ApcMUT_HpWT",0.159752934499876,0.348777385767447,0.66080547605144,"treatment_groupApcMUT_HpWT",0.791563433146737,9,9
"PF16804","treatment_group","ApcMUT_HpWT",0.197205807957789,0.43137732272192,0.661409827923048,"treatment_groupApcMUT_HpWT",0.79214237077753,9,9
"PF07537","treatment_group","ApcMUT_HpWT",0.723267252350517,1.58298154913404,0.661582316908692,"treatment_groupApcMUT_HpWT",0.792203967401735,9,5
"PF16470","treatment_group","ApcMUT_HpWT",0.439678609942115,0.963666186995722,0.66202446322939,"treatment_groupApcMUT_HpWT",0.792588380419526,9,9
"PF11798","treatment_group","ApcMUT_HpWT",0.15203001656025,0.333558697172836,0.66234926586969,"treatment_groupApcMUT_HpWT",0.792832192400083,9,9
"PF08800","treatment_group","ApcMUT_HpWT",-0.281202483606214,0.617284060083961,0.662509530893648,"treatment_groupApcMUT_HpWT",0.792878999664966,9,9
"PF02919","treatment_group","ApcMUT_HpWT",-0.349539422908019,0.768537784557597,0.663014488909968,"treatment_groupApcMUT_HpWT",0.79295562309039,9,7
"PF00924","treatment_group","ApcMUT_HpWT",0.162375149333767,0.357024754420441,0.66302145501999,"treatment_groupApcMUT_HpWT",0.79295562309039,9,9
"PF09979","treatment_group","ApcMUT_HpWT",-0.320697762114379,0.705190297826496,0.663044157116642,"treatment_groupApcMUT_HpWT",0.79295562309039,9,5
"PF00743","treatment_group","ApcMUT_HpWT",-0.149116858550827,0.327918661697199,0.663064959374486,"treatment_groupApcMUT_HpWT",0.79295562309039,9,9
"PF12984","treatment_group","ApcMUT_HpWT",-0.250967856802262,0.552270068151503,0.663275891276949,"treatment_groupApcMUT_HpWT",0.79295562309039,9,9
