"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"UniRef90_A0A3N2KEI3","treatment_group","ApcMUT_HpWT",-2.13693827789151,0.94678666268509,0.0585863230523998,"treatment_groupApcMUT_HpWT",0.230605138749287,9,9
"UniRef90_A0A1B1S7R9","treatment_group","ApcMUT_HpWT",-2.14687187258037,0.954220201019816,0.0592094275167087,"treatment_groupApcMUT_HpWT",0.230605138749287,9,9
"UniRef90_A0A3N2KI80","treatment_group","ApcMUT_HpWT",-2.10016457098728,0.950458816407711,0.0628313241203632,"treatment_groupApcMUT_HpWT",0.232475899245344,9,9
"UniRef90_A0A3N2N4J0","treatment_group","ApcMUT_HpWT",-1.9958121016367,0.942827545418692,0.0720572829613072,"treatment_groupApcMUT_HpWT",0.253445415588373,9,9
"UniRef90_A0A3N2LUK0","treatment_group","ApcMUT_HpWT",-2.11141266334419,1.01189714486246,0.0753486370668137,"treatment_groupApcMUT_HpWT",0.253445415588373,9,9
"UniClust90_40283.PGAJOGNC_02314","treatment_group","ApcMUT_HpWT",-1.83548550425823,0.979953417076093,0.103216907317835,"treatment_groupApcMUT_HpWT",0.332089180066077,9,9
"UniClust90_21441.NJOHNJCG_01071","treatment_group","ApcMUT_HpWT",-1.83296986683737,1.09087569834477,0.136792791780826,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniRef90_Q7TMB6","treatment_group","ApcMUT_HpWT",2.56077757820303,1.56046250474411,0.14479479761224,"treatment_groupApcMUT_HpWT",0.404440457337137,9,3
"UniRef90_V9H0W7","treatment_group","ApcMUT_HpWT",2.59365228408511,1.58319617018778,0.145382201943728,"treatment_groupApcMUT_HpWT",0.404440457337137,9,3
"UniClust90_41589.JLPAHMOD_01349","treatment_group","ApcMUT_HpWT",-2.93038218795849,1.87568653789404,0.162189608618989,"treatment_groupApcMUT_HpWT",0.404440457337137,9,8
"UniRef90_A0A061IGN8","treatment_group","ApcMUT_HpWT",-2.02728338305796,1.36411433756485,0.180826616917104,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniClust90_16807.IDFPLMNG_03757","treatment_group","ApcMUT_HpWT",-2.7832225169014,1.87425097468546,0.181128929775486,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniRef90_F6ZBU4","treatment_group","ApcMUT_HpWT",-1.98874978639676,1.3440145788025,0.1824905022557,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniClust90_41589.IIPEMNAD_00092","treatment_group","ApcMUT_HpWT",-1.96314832933869,1.34778369958982,0.188577525051866,"treatment_groupApcMUT_HpWT",0.404440457337137,9,8
"UniRef90_Q7R7C4","treatment_group","ApcMUT_HpWT",0.402036176507125,0.27916584694462,0.1930144822766,"treatment_groupApcMUT_HpWT",0.404440457337137,9,2
"UniRef90_P04026","treatment_group","ApcMUT_HpWT",-1.8549449595017,1.30948355971957,0.199543542758097,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniRef90_A0A1U8CVM4","treatment_group","ApcMUT_HpWT",-1.85508820201813,1.31290956025167,0.200553681099379,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniRef90_UPI0008134D77","treatment_group","ApcMUT_HpWT",-2.18286546323455,1.54814529619088,0.201394051464663,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniRef90_UPI00081A1282","treatment_group","ApcMUT_HpWT",-1.8445745077626,1.31171433069356,0.202460425824253,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniRef90_A0A0N5E796","treatment_group","ApcMUT_HpWT",-1.95645433972126,1.41958140899822,0.210582538833465,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniClust90_41457.NFFMAMJI_01048","treatment_group","ApcMUT_HpWT",-2.45583023081872,1.80715784838928,0.216322598218659,"treatment_groupApcMUT_HpWT",0.404440457337137,9,6
"UniRef90_A0A1X6RL82","treatment_group","ApcMUT_HpWT",-1.75515867772361,1.31483407717101,0.223691164271692,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniRef90_Q6QI14","treatment_group","ApcMUT_HpWT",-1.77481848228846,1.33078890198804,0.22407405707515,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniRef90_UPI0005ABADA2","treatment_group","ApcMUT_HpWT",-1.75682785368319,1.31732403129308,0.224081875011117,"treatment_groupApcMUT_HpWT",0.404440457337137,9,9
"UniRef90_Q6TXE2","treatment_group","ApcMUT_HpWT",-1.72957535732143,1.32706752103412,0.233698123586116,"treatment_groupApcMUT_HpWT",0.411753836794584,9,9
"UniRef90_O00370","treatment_group","ApcMUT_HpWT",-1.66410709806498,1.3277085388738,0.250311891408815,"treatment_groupApcMUT_HpWT",0.430769301494239,9,9
"UniRef90_UPI0008102124","treatment_group","ApcMUT_HpWT",-1.77362367461925,1.4827515523283,0.270570204710135,"treatment_groupApcMUT_HpWT",0.455049889739772,9,9
"UniRef90_UNK41635.BPHPLFNE_01638","treatment_group","ApcMUT_HpWT",-0.250000000000001,0.21957751641342,0.292351992440237,"treatment_groupApcMUT_HpWT",0.480756609790612,9,1
"UniClust90_59900.IFKNLAIP_01253","treatment_group","ApcMUT_HpWT",1.32869763548029,1.24268127732605,0.320449196184955,"treatment_groupApcMUT_HpWT",0.515505228645362,9,2
"UniClust90_41310.NBDFAIIE_01685","treatment_group","ApcMUT_HpWT",-2.06598668770513,2.00311744937118,0.336672421883847,"treatment_groupApcMUT_HpWT",0.530079983391589,9,2
"UniClust90_40327.FGHBMGNK_00425","treatment_group","ApcMUT_HpWT",-1.412676316184,1.39915323810996,0.346275346411533,"treatment_groupApcMUT_HpWT",0.533841159051113,9,4
"UniRef90_R9N4V6","treatment_group","ApcMUT_HpWT",-1.07823275569599,1.28787237860705,0.43012164985963,"treatment_groupApcMUT_HpWT",0.611869389453047,9,9
"UniRef90_R9IVR6","treatment_group","ApcMUT_HpWT",-1.08505510669092,1.32174078019736,0.438745877738136,"treatment_groupApcMUT_HpWT",0.611869389453047,9,9
"UniRef90_A0A192CDZ5","treatment_group","ApcMUT_HpWT",-0.969054572507848,1.18858835475863,0.441754474469992,"treatment_groupApcMUT_HpWT",0.611869389453047,9,9
"UniRef90_Q9ZZM8","treatment_group","ApcMUT_HpWT",-1.07846058148693,1.33187088677251,0.444742562011486,"treatment_groupApcMUT_HpWT",0.611869389453047,9,9
"UniRef90_Q7TQ38","treatment_group","ApcMUT_HpWT",-1.59512839503985,1.97499633126742,0.445858754052674,"treatment_groupApcMUT_HpWT",0.611869389453047,9,7
"UniRef90_A0A3A8ZLW4","treatment_group","ApcMUT_HpWT",-1.07756001042229,1.34326523469319,0.448812992644686,"treatment_groupApcMUT_HpWT",0.611869389453047,9,9
"UniClust90_41559.IDPOMBJD_04092","treatment_group","ApcMUT_HpWT",-1.57149977219947,1.99924142356841,0.457617587797813,"treatment_groupApcMUT_HpWT",0.611869389453047,9,7
"UniRef90_R9KB99","treatment_group","ApcMUT_HpWT",-0.962984379473195,1.24061236300379,0.463036294721225,"treatment_groupApcMUT_HpWT",0.611869389453047,9,9
"UniRef90_S0J3V0","treatment_group","ApcMUT_HpWT",-1.00631684363315,1.4207860784635,0.501667801860059,"treatment_groupApcMUT_HpWT",0.651288023467445,9,9
"UniClust90_41417.HDNCLDIK_01960","treatment_group","ApcMUT_HpWT",-1.18334096157335,1.85281552386763,0.543359572957414,"treatment_groupApcMUT_HpWT",0.687811096533628,9,5
"UniRef90_A0A3A9FEX7","treatment_group","ApcMUT_HpWT",-0.734592217411924,1.18889294345032,0.556215047897755,"treatment_groupApcMUT_HpWT",0.687811096533628,9,9
"UniRef90_B5CLP5","treatment_group","ApcMUT_HpWT",0.966200735255741,1.56972904764403,0.557684672865104,"treatment_groupApcMUT_HpWT",0.687811096533628,9,4
"UniClust90_41589.LLLFBKOB_02367","treatment_group","ApcMUT_HpWT",-0.736959697630672,1.25658511342578,0.575970107982974,"treatment_groupApcMUT_HpWT",0.698717835913772,9,8
"UniRef90_A0A173XZL4","treatment_group","ApcMUT_HpWT",-0.69525482416205,1.43468152144322,0.642751634858462,"treatment_groupApcMUT_HpWT",0.767155177089132,9,9
"UniClust90_45125.ENCNADPN_00356","treatment_group","ApcMUT_HpWT",0.205734382303531,0.561470574845611,0.724875772858467,"treatment_groupApcMUT_HpWT",0.851441383992485,9,2
"UniClust90_41551.GAJJKOFK_00879","treatment_group","ApcMUT_HpWT",0.45257135469039,1.3282785350753,0.743311455928918,"treatment_groupApcMUT_HpWT",0.859453870917812,9,9
"UniClust90_45125.ENCNADPN_00715","treatment_group","ApcMUT_HpWT",0.15785745256352,0.511947167266373,0.766791763877006,"treatment_groupApcMUT_HpWT",0.860959136145299,9,2
"UniClust90_45125.ENCNADPN_00717","treatment_group","ApcMUT_HpWT",0.149493368942428,0.50339626062246,0.775108324459692,"treatment_groupApcMUT_HpWT",0.860959136145299,9,2
"UniClust90_45125.IPHJJDGI_00591","treatment_group","ApcMUT_HpWT",0.145189748493173,0.499009652902179,0.779517055699122,"treatment_groupApcMUT_HpWT",0.860959136145299,9,2
"UniRef90_A0A1Q6JY87","treatment_group","ApcMUT_HpWT",-0.296640198375056,1.11555414407012,0.797968105650474,"treatment_groupApcMUT_HpWT",0.868377056149045,9,9
"UniRef90_R9J6C4","treatment_group","ApcMUT_HpWT",-0.180927933490902,1.20687358869211,0.885060120252165,"treatment_groupApcMUT_HpWT",0.947709547827413,9,9
"UniClust90_41612.GDJAPIHN_01184","treatment_group","ApcMUT_HpWT",0.254537722950868,1.88675310668779,0.896482004701607,"treatment_groupApcMUT_HpWT",0.947709547827413,9,7
"UniRef90_UNK45199.OHEBKGNH_00262","treatment_group","ApcMUT_HpWT",0.0894587403986411,1.74199036390156,0.960477899483319,"treatment_groupApcMUT_HpWT",0.988457063950723,9,3
"UniClust90_45199.IDHPAOIP_00937","treatment_group","ApcMUT_HpWT",0.0852175910135793,1.71428809018613,0.961742008168271,"treatment_groupApcMUT_HpWT",0.988457063950723,9,3
"UniClust90_41663.AMAHEHLD_00311","treatment_group","ApcMUT_HpWT",-0.00942825862330525,0.350178090352637,0.979271702329629,"treatment_groupApcMUT_HpWT",0.992686383183459,9,2
"UniRef90_R9J3W6","treatment_group","ApcMUT_HpWT",-0.00335791814239827,1.56470889267941,0.99834759213115,"treatment_groupApcMUT_HpWT",0.99834759213115,9,9
